img_path,expression,label,bbox,landmarks
../Dataset/RAF/Train/Anger/train_05176.jpg,Anger,5,"[301, 264, 647, 714]","[(575, 437), (417, 444), (502, 534), (557, 593), (426, 598)]"
../Dataset/RAF/Train/Anger/train_08911.jpg,Anger,5,"[67, 75, 147, 181]","[(93, 111), (73, 125), (74, 136), (108, 150), (89, 160)]"
../Dataset/RAF/Train/Anger/train_02397.jpg,Anger,5,"[357, 349, 958, 1151]","[(840, 671), (576, 623), (697, 785), (771, 960), (525, 916)]"
../Dataset/RAF/Train/Anger/train_04496.jpg,Anger,5,"[190, 153, 428, 502]","[(365, 284), (259, 275), (303, 327), (337, 417), (263, 406)]"
../Dataset/RAF/Train/Anger/train_05658.jpg,Anger,5,"[489, 379, 1036, 1084]","[(889, 661), (641, 664), (756, 827), (867, 938), (670, 937)]"
../Dataset/RAF/Train/Anger/train_08560.jpg,Anger,5,"[36, 35, 78, 98]","[(74, 58), (56, 57), (72, 67), (73, 83), (58, 83)]"
../Dataset/RAF/Train/Anger/train_06910.jpg,Anger,5,"[180, 155, 368, 437]","[(319, 245), (228, 247), (269, 293), (313, 356), (236, 358)]"
../Dataset/RAF/Train/Anger/train_02079.jpg,Anger,5,"[161, 127, 331, 363]","[(285, 214), (206, 217), (242, 255), (273, 307), (215, 306)]"
../Dataset/RAF/Train/Anger/train_08539.jpg,Anger,5,"[270, 238, 594, 664]","[(502, 394), (348, 403), (422, 454), (501, 545), (355, 550)]"
../Dataset/RAF/Train/Anger/train_00960.jpg,Anger,5,"[90, 68, 181, 197]","[(158, 117), (111, 116), (133, 150), (157, 160), (110, 159)]"
../Dataset/RAF/Train/Anger/train_07526.jpg,Anger,5,"[240, 238, 575, 656]","[(516, 408), (367, 389), (446, 482), (485, 562), (343, 544)]"
../Dataset/RAF/Train/Anger/train_01284.jpg,Anger,5,"[67, 51, 128, 135]","[(103, 81), (81, 85), (91, 100), (107, 116), (89, 117)]"
../Dataset/RAF/Train/Anger/train_07787.jpg,Anger,5,"[374, 327, 731, 800]","[(647, 511), (483, 503), (563, 627), (612, 694), (495, 693)]"
../Dataset/RAF/Train/Anger/train_06735.jpg,Anger,5,"[141, 108, 276, 301]","[(242, 180), (175, 179), (209, 221), (231, 258), (187, 256)]"
../Dataset/RAF/Train/Anger/train_00501.jpg,Anger,5,"[160, 136, 336, 392]","[(294, 231), (209, 230), (256, 277), (287, 329), (220, 329)]"
../Dataset/RAF/Train/Anger/train_03045.jpg,Anger,5,"[56, 40, 100, 103]","[(86, 67), (65, 65), (72, 82), (84, 90), (65, 88)]"
../Dataset/RAF/Train/Anger/train_01317.jpg,Anger,5,"[163, 149, 352, 396]","[(295, 227), (208, 228), (248, 259), (286, 328), (221, 325)]"
../Dataset/RAF/Train/Anger/train_07473.jpg,Anger,5,"[133, 130, 291, 344]","[(248, 195), (176, 198), (212, 239), (238, 289), (189, 290)]"
../Dataset/RAF/Train/Anger/train_05834.jpg,Anger,5,"[18, 6, 46, 44]","[(32, 20), (21, 24), (25, 30), (36, 35), (26, 38)]"
../Dataset/RAF/Train/Anger/train_07137.jpg,Anger,5,"[141, 98, 554, 573]","[(491, 302), (341, 256), (427, 393), (407, 476), (295, 442)]"
../Dataset/RAF/Train/Anger/train_08557.jpg,Anger,5,"[59, 68, 151, 192]","[(137, 108), (95, 106), (119, 123), (130, 158), (95, 157)]"
../Dataset/RAF/Train/Anger/train_04271.jpg,Anger,5,"[109, 76, 212, 231]","[(166, 130), (123, 135), (133, 163), (170, 186), (129, 189)]"
../Dataset/RAF/Train/Anger/train_08859.jpg,Anger,5,"[319, 204, 1023, 1064]","[(865, 551), (519, 555), (698, 719), (831, 899), (556, 900)]"
../Dataset/RAF/Train/Anger/train_04442.jpg,Anger,5,"[77, 88, 95, 110]","[(91, 97), (83, 97), (87, 103), (89, 107), (83, 107)]"
../Dataset/RAF/Train/Anger/train_01308.jpg,Anger,5,"[130, 111, 267, 296]","[(199, 184), (154, 190), (163, 226), (207, 255), (175, 262)]"
../Dataset/RAF/Train/Anger/train_07475.jpg,Anger,5,"[79, 82, 193, 225]","[(179, 139), (128, 137), (162, 169), (173, 198), (134, 196)]"
../Dataset/RAF/Train/Anger/train_05626.jpg,Anger,5,"[77, 90, 250, 321]","[(237, 185), (167, 183), (217, 238), (218, 263), (151, 262)]"
../Dataset/RAF/Train/Anger/train_06680.jpg,Anger,5,"[33, 33, 57, 65]","[(55, 45), (42, 45), (51, 50), (55, 58), (44, 58)]"
../Dataset/RAF/Train/Anger/train_07265.jpg,Anger,5,"[75, 64, 148, 167]","[(125, 99), (93, 100), (108, 119), (125, 138), (98, 139)]"
../Dataset/RAF/Train/Anger/train_02580.jpg,Anger,5,"[93, 76, 183, 197]","[(148, 117), (109, 125), (123, 143), (146, 165), (116, 171)]"
../Dataset/RAF/Train/Anger/train_08087.jpg,Anger,5,"[225, 178, 519, 587]","[(453, 357), (321, 322), (365, 383), (404, 490), (284, 464)]"
../Dataset/RAF/Train/Anger/train_04529.jpg,Anger,5,"[55, 48, 106, 121]","[(95, 73), (71, 74), (85, 89), (93, 103), (74, 103)]"
../Dataset/RAF/Train/Anger/train_08047.jpg,Anger,5,"[361, 332, 911, 959]","[(799, 594), (538, 601), (675, 772), (769, 857), (567, 866)]"
../Dataset/RAF/Train/Anger/train_07523.jpg,Anger,5,"[88, 67, 174, 195]","[(151, 119), (112, 117), (130, 145), (147, 165), (112, 164)]"
../Dataset/RAF/Train/Anger/train_00846.jpg,Anger,5,"[79, 72, 156, 185]","[(146, 115), (114, 116), (140, 137), (142, 155), (116, 158)]"
../Dataset/RAF/Train/Anger/train_07713.jpg,Anger,5,"[88, 83, 219, 285]","[(205, 161), (148, 162), (199, 195), (203, 231), (148, 231)]"
../Dataset/RAF/Train/Anger/train_07332.jpg,Anger,5,"[350, 282, 685, 745]","[(579, 442), (422, 452), (496, 550), (581, 622), (446, 627)]"
../Dataset/RAF/Train/Anger/train_06793.jpg,Anger,5,"[166, 148, 352, 386]","[(314, 241), (226, 241), (272, 296), (302, 336), (236, 334)]"
../Dataset/RAF/Train/Anger/train_01064.jpg,Anger,5,"[186, 182, 358, 377]","[(312, 246), (233, 250), (271, 288), (307, 333), (247, 336)]"
../Dataset/RAF/Train/Anger/train_01833.jpg,Anger,5,"[415, 326, 822, 867]","[(715, 552), (517, 551), (610, 713), (693, 764), (535, 765)]"
../Dataset/RAF/Train/Anger/train_06830.jpg,Anger,5,"[57, 54, 123, 135]","[(110, 81), (79, 79), (93, 102), (102, 114), (78, 113)]"
../Dataset/RAF/Train/Anger/train_04781.jpg,Anger,5,"[56, 55, 117, 135]","[(102, 78), (74, 81), (89, 88), (102, 111), (80, 113)]"
../Dataset/RAF/Train/Anger/train_00471.jpg,Anger,5,"[32, 27, 71, 80]","[(61, 46), (42, 48), (52, 57), (61, 67), (44, 68)]"
../Dataset/RAF/Train/Anger/train_03850.jpg,Anger,5,"[48, 38, 99, 100]","[(88, 68), (62, 65), (72, 85), (81, 93), (61, 91)]"
../Dataset/RAF/Train/Anger/train_03038.jpg,Anger,5,"[28, 25, 50, 53]","[(44, 36), (33, 37), (38, 43), (44, 47), (35, 48)]"
../Dataset/RAF/Train/Anger/train_05664.jpg,Anger,5,"[111, 103, 310, 384]","[(266, 205), (173, 210), (229, 247), (264, 311), (186, 313)]"
../Dataset/RAF/Train/Anger/train_09115.jpg,Anger,5,"[135, 95, 261, 276]","[(205, 164), (154, 159), (166, 195), (199, 236), (160, 232)]"
../Dataset/RAF/Train/Anger/train_05006.jpg,Anger,5,"[202, 188, 446, 462]","[(395, 289), (274, 295), (337, 379), (392, 403), (291, 407)]"
../Dataset/RAF/Train/Anger/train_04317.jpg,Anger,5,"[87, 74, 180, 206]","[(161, 126), (114, 123), (140, 151), (156, 177), (118, 176)]"
../Dataset/RAF/Train/Anger/train_03900.jpg,Anger,5,"[133, 109, 282, 326]","[(258, 206), (194, 197), (229, 251), (238, 278), (177, 272)]"
../Dataset/RAF/Train/Anger/train_07571.jpg,Anger,5,"[356, 291, 736, 801]","[(662, 465), (486, 438), (564, 541), (616, 657), (452, 638)]"
../Dataset/RAF/Train/Anger/train_01042.jpg,Anger,5,"[102, 76, 198, 200]","[(159, 119), (116, 127), (133, 148), (164, 167), (125, 172)]"
../Dataset/RAF/Train/Anger/train_04113.jpg,Anger,5,"[62, 57, 118, 127]","[(103, 80), (77, 85), (92, 101), (107, 111), (85, 114)]"
../Dataset/RAF/Train/Anger/train_04653.jpg,Anger,5,"[51, 40, 114, 124]","[(99, 72), (69, 74), (86, 96), (97, 104), (72, 105)]"
../Dataset/RAF/Train/Anger/train_06791.jpg,Anger,5,"[95, 94, 223, 256]","[(201, 155), (143, 156), (179, 193), (192, 224), (150, 223)]"
../Dataset/RAF/Train/Anger/train_03421.jpg,Anger,5,"[44, 38, 84, 93]","[(74, 58), (56, 55), (64, 63), (70, 78), (54, 76)]"
../Dataset/RAF/Train/Anger/train_03496.jpg,Anger,5,"[322, 246, 677, 668]","[(541, 402), (383, 397), (441, 509), (546, 564), (402, 557)]"
../Dataset/RAF/Train/Anger/train_00763.jpg,Anger,5,"[170, 161, 347, 389]","[(313, 253), (231, 249), (279, 286), (307, 333), (234, 331)]"
../Dataset/RAF/Train/Anger/train_07299.jpg,Anger,5,"[84, 81, 197, 237]","[(185, 143), (132, 148), (168, 180), (175, 202), (135, 205)]"
../Dataset/RAF/Train/Anger/train_02266.jpg,Anger,5,"[144, 90, 386, 363]","[(290, 194), (188, 211), (234, 276), (300, 302), (220, 314)]"
../Dataset/RAF/Train/Anger/train_01760.jpg,Anger,5,"[50, 50, 97, 119]","[(90, 73), (69, 73), (84, 90), (85, 103), (70, 104)]"
../Dataset/RAF/Train/Anger/train_00206.jpg,Anger,5,"[260, 185, 595, 662]","[(548, 395), (394, 406), (504, 509), (525, 568), (385, 578)]"
../Dataset/RAF/Train/Anger/train_04150.jpg,Anger,5,"[77, 34, 217, 212]","[(181, 95), (117, 96), (151, 131), (177, 163), (124, 165)]"
../Dataset/RAF/Train/Anger/train_04504.jpg,Anger,5,"[152, 126, 290, 308]","[(259, 212), (192, 198), (217, 243), (241, 276), (183, 264)]"
../Dataset/RAF/Train/Anger/train_06534.jpg,Anger,5,"[91, 63, 185, 174]","[(163, 132), (128, 109), (133, 148), (132, 166), (103, 146)]"
../Dataset/RAF/Train/Anger/train_08771.jpg,Anger,5,"[311, 280, 663, 714]","[(590, 455), (427, 450), (510, 560), (557, 619), (437, 615)]"
../Dataset/RAF/Train/Anger/train_03246.jpg,Anger,5,"[329, 284, 718, 808]","[(623, 475), (444, 475), (534, 609), (592, 694), (461, 691)]"
../Dataset/RAF/Train/Anger/train_00049.jpg,Anger,5,"[188, 187, 400, 496]","[(372, 305), (276, 292), (333, 340), (345, 414), (268, 405)]"
../Dataset/RAF/Train/Anger/train_04216.jpg,Anger,5,"[267, 199, 567, 612]","[(472, 360), (328, 362), (378, 443), (455, 520), (344, 522)]"
../Dataset/RAF/Train/Anger/train_04859.jpg,Anger,5,"[96, 80, 213, 228]","[(185, 142), (130, 142), (159, 177), (176, 197), (137, 198)]"
../Dataset/RAF/Train/Anger/train_06437.jpg,Anger,5,"[158, 154, 349, 420]","[(317, 275), (237, 241), (273, 278), (274, 361), (210, 333)]"
../Dataset/RAF/Train/Anger/train_08054.jpg,Anger,5,"[437, 321, 1340, 1563]","[(1117, 804), (665, 800), (894, 1067), (1071, 1251), (691, 1246)]"
../Dataset/RAF/Train/Anger/train_04386.jpg,Anger,5,"[260, 221, 458, 557]","[(394, 365), (294, 358), (319, 423), (377, 492), (307, 487)]"
../Dataset/RAF/Train/Anger/train_01012.jpg,Anger,5,"[106, 78, 218, 236]","[(168, 123), (121, 133), (136, 155), (173, 193), (135, 198)]"
../Dataset/RAF/Train/Anger/train_02445.jpg,Anger,5,"[65, 57, 130, 139]","[(110, 88), (79, 90), (92, 98), (106, 119), (83, 120)]"
../Dataset/RAF/Train/Anger/train_00863.jpg,Anger,5,"[287, 233, 597, 641]","[(513, 389), (368, 390), (436, 482), (508, 528), (368, 521)]"
../Dataset/RAF/Train/Anger/train_05947.jpg,Anger,5,"[66, 69, 137, 155]","[(107, 95), (78, 97), (81, 99), (101, 125), (75, 126)]"
../Dataset/RAF/Train/Anger/train_06598.jpg,Anger,5,"[89, 72, 163, 161]","[(147, 96), (117, 109), (145, 121), (157, 135), (133, 145)]"
../Dataset/RAF/Train/Anger/train_08359.jpg,Anger,5,"[391, 277, 782, 812]","[(671, 497), (475, 483), (550, 641), (653, 699), (480, 681)]"
../Dataset/RAF/Train/Anger/train_05581.jpg,Anger,5,"[34, 29, 66, 72]","[(53, 41), (39, 43), (44, 49), (54, 59), (41, 60)]"
../Dataset/RAF/Train/Anger/train_05407.jpg,Anger,5,"[54, 49, 118, 145]","[(107, 84), (76, 85), (97, 107), (102, 121), (79, 123)]"
../Dataset/RAF/Train/Anger/train_06387.jpg,Anger,5,"[61, 56, 110, 120]","[(98, 79), (74, 82), (87, 97), (98, 103), (76, 104)]"
../Dataset/RAF/Train/Anger/train_08487.jpg,Anger,5,"[135, 127, 292, 333]","[(262, 209), (191, 195), (221, 232), (238, 288), (180, 275)]"
../Dataset/RAF/Train/Anger/train_00131.jpg,Anger,5,"[215, 162, 479, 498]","[(409, 315), (283, 315), (344, 379), (404, 423), (290, 428)]"
../Dataset/RAF/Train/Anger/train_00642.jpg,Anger,5,"[100, 76, 215, 222]","[(181, 135), (128, 144), (155, 170), (184, 190), (148, 197)]"
../Dataset/RAF/Train/Anger/train_04192.jpg,Anger,5,"[189, 128, 440, 459]","[(374, 274), (249, 281), (314, 376), (376, 392), (278, 403)]"
../Dataset/RAF/Train/Anger/train_07439.jpg,Anger,5,"[57, 54, 101, 113]","[(79, 70), (63, 74), (65, 85), (79, 96), (67, 99)]"
../Dataset/RAF/Train/Anger/train_00866.jpg,Anger,5,"[33, 29, 64, 72]","[(56, 46), (42, 43), (48, 52), (52, 62), (40, 60)]"
../Dataset/RAF/Train/Anger/train_08512.jpg,Anger,5,"[159, 123, 352, 395]","[(303, 232), (213, 239), (257, 297), (287, 337), (226, 340)]"
../Dataset/RAF/Train/Anger/train_07995.jpg,Anger,5,"[97, 75, 225, 253]","[(158, 132), (115, 138), (116, 165), (152, 210), (121, 214)]"
../Dataset/RAF/Train/Anger/train_04973.jpg,Anger,5,"[179, 152, 455, 504]","[(402, 271), (278, 278), (357, 350), (390, 417), (304, 422)]"
../Dataset/RAF/Train/Anger/train_00776.jpg,Anger,5,"[70, 54, 153, 180]","[(133, 101), (91, 104), (115, 124), (130, 146), (99, 149)]"
../Dataset/RAF/Train/Anger/train_04932.jpg,Anger,5,"[91, 72, 206, 226]","[(180, 130), (125, 132), (158, 165), (177, 190), (135, 194)]"
../Dataset/RAF/Train/Anger/train_01040.jpg,Anger,5,"[99, 87, 224, 260]","[(191, 151), (134, 150), (162, 184), (193, 210), (134, 210)]"
../Dataset/RAF/Train/Anger/train_08116.jpg,Anger,5,"[254, 204, 481, 493]","[(358, 322), (282, 316), (293, 385), (365, 444), (294, 439)]"
../Dataset/RAF/Train/Anger/train_05238.jpg,Anger,5,"[38, 39, 82, 97]","[(75, 60), (56, 59), (71, 71), (75, 84), (59, 85)]"
../Dataset/RAF/Train/Anger/train_04020.jpg,Anger,5,"[107, 85, 221, 242]","[(193, 144), (139, 141), (165, 164), (186, 202), (139, 198)]"
../Dataset/RAF/Train/Anger/train_00768.jpg,Anger,5,"[230, 184, 457, 539]","[(412, 321), (294, 318), (353, 383), (402, 439), (292, 436)]"
../Dataset/RAF/Train/Anger/train_05099.jpg,Anger,5,"[47, 43, 104, 121]","[(94, 74), (68, 71), (84, 87), (91, 101), (66, 99)]"
../Dataset/RAF/Train/Anger/train_05304.jpg,Anger,5,"[218, 237, 462, 595]","[(448, 379), (349, 354), (440, 423), (430, 513), (347, 495)]"
../Dataset/RAF/Train/Anger/train_04911.jpg,Anger,5,"[40, 35, 90, 99]","[(79, 61), (56, 59), (67, 76), (72, 87), (55, 85)]"
../Dataset/RAF/Train/Anger/train_08317.jpg,Anger,5,"[241, 203, 516, 562]","[(440, 346), (319, 341), (374, 410), (427, 477), (323, 472)]"
../Dataset/RAF/Train/Anger/train_04354.jpg,Anger,5,"[126, 82, 306, 334]","[(266, 191), (179, 191), (226, 249), (261, 275), (184, 279)]"
../Dataset/RAF/Train/Anger/train_07978.jpg,Anger,5,"[161, 156, 330, 361]","[(293, 228), (215, 231), (257, 269), (285, 317), (223, 318)]"
../Dataset/RAF/Train/Anger/train_08117.jpg,Anger,5,"[85, 71, 187, 198]","[(163, 123), (114, 125), (140, 157), (158, 171), (119, 171)]"
../Dataset/RAF/Train/Anger/train_04590.jpg,Anger,5,"[273, 225, 629, 737]","[(528, 402), (369, 424), (455, 491), (535, 605), (412, 620)]"
../Dataset/RAF/Train/Anger/train_07250.jpg,Anger,5,"[34, 28, 68, 76]","[(59, 45), (42, 46), (50, 57), (59, 63), (45, 65)]"
../Dataset/RAF/Train/Anger/train_05777.jpg,Anger,5,"[57, 45, 127, 141]","[(111, 87), (77, 84), (92, 111), (104, 124), (76, 122)]"
../Dataset/RAF/Train/Anger/train_01247.jpg,Anger,5,"[60, 54, 121, 135]","[(109, 87), (78, 86), (94, 98), (105, 118), (81, 118)]"
../Dataset/RAF/Train/Anger/train_01052.jpg,Anger,5,"[32, 34, 76, 87]","[(71, 58), (52, 54), (62, 68), (65, 76), (48, 73)]"
../Dataset/RAF/Train/Anger/train_05744.jpg,Anger,5,"[314, 276, 787, 816]","[(678, 500), (465, 507), (581, 656), (659, 698), (475, 708)]"
../Dataset/RAF/Train/Anger/train_06400.jpg,Anger,5,"[52, 37, 100, 101]","[(81, 63), (60, 63), (68, 78), (82, 88), (64, 89)]"
../Dataset/RAF/Train/Anger/train_05974.jpg,Anger,5,"[92, 92, 203, 230]","[(173, 136), (121, 137), (143, 142), (168, 188), (123, 187)]"
../Dataset/RAF/Train/Anger/train_05602.jpg,Anger,5,"[330, 217, 626, 668]","[(496, 398), (370, 381), (404, 479), (477, 564), (373, 551)]"
../Dataset/RAF/Train/Anger/train_04502.jpg,Anger,5,"[90, 73, 172, 178]","[(154, 119), (113, 115), (130, 141), (145, 155), (112, 152)]"
../Dataset/RAF/Train/Anger/train_07195.jpg,Anger,5,"[229, 205, 514, 565]","[(436, 344), (313, 343), (373, 404), (436, 470), (312, 469)]"
../Dataset/RAF/Train/Anger/train_00140.jpg,Anger,5,"[137, 173, 359, 475]","[(347, 291), (269, 292), (343, 351), (331, 408), (272, 411)]"
../Dataset/RAF/Train/Anger/train_06317.jpg,Anger,5,"[228, 146, 836, 969]","[(680, 390), (402, 405), (555, 514), (678, 697), (435, 710)]"
../Dataset/RAF/Train/Anger/train_07208.jpg,Anger,5,"[218, 214, 489, 552]","[(401, 304), (283, 328), (338, 367), (410, 450), (317, 464)]"
../Dataset/RAF/Train/Anger/train_08501.jpg,Anger,5,"[180, 152, 458, 449]","[(369, 295), (294, 248), (324, 304), (317, 370), (260, 333)]"
../Dataset/RAF/Train/Anger/train_03411.jpg,Anger,5,"[56, 29, 204, 217]","[(173, 105), (106, 86), (133, 121), (145, 175), (93, 160)]"
../Dataset/RAF/Train/Anger/train_04791.jpg,Anger,5,"[40, 32, 84, 93]","[(72, 55), (51, 55), (61, 68), (72, 75), (52, 76)]"
../Dataset/RAF/Train/Anger/train_04233.jpg,Anger,5,"[312, 262, 652, 733]","[(546, 432), (386, 448), (462, 523), (554, 605), (405, 614)]"
../Dataset/RAF/Train/Anger/train_02096.jpg,Anger,5,"[42, 42, 119, 151]","[(110, 85), (80, 85), (105, 101), (105, 122), (81, 125)]"
../Dataset/RAF/Train/Anger/train_04693.jpg,Anger,5,"[449, 332, 995, 1164]","[(854, 631), (596, 633), (721, 800), (830, 949), (629, 954)]"
